      4 [CAL|Radeon RX 580 Series|8|
      4 [CAL|Radeon R5 series|1|
      4 [CAL|Pitcairn|2|
      4 [CAL|Iceland|2|
      4 [CAL|Hawaii|3|
      4 [CAL|Fiji|2|
      4 [CAL|Device 687f|1|
      4 [CAL|Devastator|2|
      4 [CAL|Devastator|1|
      4 [CAL|Bonaire|2|
      4 [CAL|Baffin [Polaris11]
      4 [CAL|ATI Radeon HD 5x00 series (Redwood)|1|
      4 [CAL|ATI Radeon HD 5800/5900 series (Cypress/Hemlock)|4|
      4 [CAL|ATI Radeon Barts XT Prototype|1|
      4 [CAL|ASUS R7 265 Series|1|
      4 [CAL|AMD TURKS (DRM 2.50.0 / 4.13.0-38-generic, LLVM 5.0.0)|1|
      4 [CAL|AMD TURKS (DRM 2.50.0 / 4.13.0-37-generic, LLVM 5.0.0)|1|
      4 [CAL|AMD RadeonT R7 450|1|
      4 [CAL|AMD Radeon (TM) R7 300 Series|1|
      4 [CAL|AMD Radeon (TM) R5 M315|1|
      4 [CAL|AMD Radeon (TM) Pro WX 7100 Graphics|1|
      4 [CAL|AMD Radeon (TM) Pro WX 5100 Graphics (POLARIS10 / DRM 3.8.0 / 4.9.95-gentoo, LLVM 5.0.1)|1|
      4 [CAL|AMD Radeon (TM) 530|1|
      4 [CAL|AMD Radeon RX 580 Compute Engine|1|
      4 [CAL|AMD Radeon R9 M390 Compute Engine|1|-
      4 [CAL|AMD Radeon R9 360|1|
      4 [CAL|AMD Radeon R7 M260X|1|
      4 [CAL|AMD Radeon R5 M465 Series|1|
      4 [CAL|AMD Radeon R5 M435 Series|1|
      4 [CAL|AMD Radeon R5 430|2|
      4 [CAL|AMD Radeon R5 340|1|
      4 [CAL|AMD Radeon HD 8700M Series|1|
      4 [CAL|AMD Radeon HD 8650G|2|
      4 [CAL|AMD Radeon HD 7850/7870 series (Pitcairn)|4|
      4 [CAL|AMD Radeon HD 7700 series (Capeverde)|2|
      4 [CAL|AMD Radeon HD 7700 Series (AMD CAPE VERDE / DRM 3.10.0 / 4.11.0-13-generic, LLVM 4.0.0)|1|
      4 [CAL|AMD Radeon Graphics|1|
      4 [CAL|AMD PITCAIRN (DRM 2.50.0 / 4.16.3-1-ARCH, LLVM 6.0.0)|1|
      4 [CAL|AMD PITCAIRN (DRM 2.50.0 / 4.13.0-38-generic, LLVM 5.0.0)|1|
      4 [CAL|AMD PITCAIRN (DRM 2.50.0 / 4.13.0-36-generic, LLVM 7.0.0)|1|
      4 [CAL|AMD MULLINS (DRM 2.50.0 / 4.15.0-13-generic, LLVM 5.0.0)|1|
      4 [CAL|AMD FirePro W5170M|1|
      4 [CAL|AMD FirePro W5000|1|
      4 [CAL|AMD FirePro W4100 Graphics Adapter|1|
      4 [CAL|AMD FirePro S9150 (FireGL V)|1|
      4 [CAL|AMD CARRIZO (DRM 3.8.0 / 4.9.0-4-amd64, LLVM 3.9.1)|1|
      4 [CAL|AMD CAICOS (DRM 2.50.0 / 4.13.0-39-generic, LLVM 5.0.0)|1|
      4 [CAL|687F:C1|4|
      3 [CAL|Tonga|2|
      3 [CAL|Radeon (TM) RX 570|1|
      3 [CAL|Radeon(TM) RX 480|1|
      3 [CAL|Radeon (TM) R5 M420|1|
      3 [CAL|Radeon (TM) Pro Duo|2|
      3 [CAL|Radeon RX Vega (VEGA10 / DRM 3.25.0 / 4.17.0-041700rc1-generic, LLVM 6.0.0)|1|
      3 [CAL|Radeon RX Vega (VEGA10 / DRM 3.23.0 / 4.16.3-gentoo, LLVM 5.0.1)|1|
      3 [CAL|Radeon RX 580 Series (POLARIS10 / DRM 3.23.0 / 4.15.0-20-generic, LLVM 6.0.0)|1|
      3 [CAL|Radeon RX 580 Series|7|
      3 [CAL|Radeon RX 550 Series (AMD POLARIS12 / DRM 3.20.0 / 4.13.0-38-generic, LLVM 5.0.0)|2|
      3 [CAL|Radeon 500 Series|2|
      3 [CAL|gfx902|1|
      3 [CAL|Caicos|2|
      3 [CAL|ATI Radeon HD 6970M|1|-
      3 [CAL|ATI Radeon Barts PRO Prototype|1|
      3 [CAL|AMD TAHITI (DRM 2.50.0 / 4.16.3-1-ARCH, LLVM 6.0.0)|1|
      3 [CAL|AMD Radeon(TM) Vega 8 Mobile Graphics|1|
      3 [CAL|AMD Radeon (TM) RX 480 Graphics (POLARIS10 / DRM 3.23.0 / 4.15.16-300.fc27.x86_64, LLVM 5.0.1)|1|
      3 [CAL|AMD Radeon (TM) R9 200 Series|2|
      3 [CAL|AMD Radeon (TM) R7 M340|2|
      3 [CAL|AMD Radeon (TM) R7 370 Series|2|
      3 [CAL|AMD Radeon (TM) R5 A330|1|
      3 [CAL|AMD Radeon (TM) HD 8670M|1|
      3 [CAL|AMD Radeon (TM) HD8530M|1|
      3 [CAL|AMD Radeon (TM) HD 8500M/8700M|1|
      3 [CAL|AMD Radeon (TM) 535DX|1|
      3 [CAL|AMD Radeon RX Vega10 XLA Prototype Compute Engine|1|
      3 [CAL|AMD Radeon R8 M365DX|2|
      3 [CAL|AMD Radeon R7 M260 Series|1|
      3 [CAL|AMD Radeon R5 M315|1|
      3 [CAL|AMD Radeon R5 M230|2|
      3 [CAL|AMD Radeon R4|1|
      3 [CAL|AMD Radeon Pro 450|1|
      3 [CAL|AMD Radeon HD Tonga XT Prototype Compute Engine|1|
      3 [CAL|AMD Radeon HD - FirePro D700 Compute Engine|2|-
      3 [CAL|AMD Radeon HD 8950|1|
      3 [CAL|AMD Radeon HD 8750A|1|
      3 [CAL|AMD Radeon HD 8570|2|
      3 [CAL|AMD Radeon HD 8180|1|
      3 [CAL|AMD Radeon HD 7900 Series|5|
      3 [CAL|AMD Radeon HD 7500/7600/8500/8600 series (Devastator)|2|
      3 [CAL|AMD Radeon HD 6520G/6530D/6550D/6620G (SuperSumo)|2|
      3 [CAL|AMD Radeon HD 6300/6400/6500/6600 series (Sumo)|1|
      3 [CAL|AMD PITCAIRN (DRM 2.50.0 / 4.16.2-2-ARCH, LLVM 6.0.0)|1|
      3 [CAL|AMD OLAND (DRM 2.50.0 / 4.15.0-2-amd64, LLVM 5.0.1)|1|
      3 [CAL|AMD JUNIPER (DRM 2.50.0 / 4.16.3-gentoo, LLVM 6.0.0)|1|
      3 [CAL|AMD HAWAII (DRM 2.50.0, 4.17.0-041700rc2-generic, LLVM 6.0.0)|1|
      3 [CAL|AMD FirePro W8100 Graphic Adapter|1|
      3 [CAL|AMD FirePro W7170M|1|
      3 [CAL|AMD FirePro W4300|1|
      3 [CAL|AMD FirePro S9150|2|
      3 [CAL|AMD FirePro S9150|1|
      3 [CAL|AMD CYPRESS (DRM 2.49.0 / 4.10.0-38-generic, LLVM 5.0.0)|1|
      3 [CAL|AMD CARRIZO (DRM 3.18.0 / 4.13.0-37-generic, LLVM 5.0.0)|1|
      3 [CAL|AMD CAPE VERDE (DRM 2.50.0 / 4.13.0-36-generic, LLVM 5.0.0)|1|
      3 [CAL|AMD CAICOS (DRM 2.50.0 / 4.16.3-1-ARCH, LLVM 6.0.0)|1|
      3 [CAL|AMD CAICOS (DRM 2.49.0 / 4.9.0-6-amd64, LLVM 3.9.1)|2|
      3 [CAL|AMD CAICOS (DRM 2.49.0 / 4.11.0-0.bpo.1-amd64, LLVM 3.9.1)|2|
      3 [CAL|687F:C1|2|
      3 [CAL|687F:C1|1|
      3 [CAL|687F:C0|1|
      3 [CAL|67FF:CF|2|
      3 [CAL|67EF:CF|2|
      2 [CAL|Scrapper|1|
      2 [CAL|Redwood|1|
      2 [CAL|Radeon(TM) RX580|1|
      2 [CAL|Radeon (TM) RX 480 Graphics|6|
      2 [CAL|Radeon (TM) RX 460|1|
      2 [CAL|Radeon (TM) Pro WX 7100 Graphics|1|
